lsid,highway
308921880,tertiary
308921881,pedestrian
308921882,service
308921883,secondary
308921884,residential
308921885,residential
308921886,tertiary
308924211,motorway_link
308924212,motorway
308924213,cycleway
308924214,residential
308924215,residential
308924216,path
308924218,motorway
308924219,motorway_link
308965436,steps
308965439,service
309029835,service
309928020,service
309934812,service
309934813,service
309934814,service
309934815,residential
309934817,service
309934818,service
309991901,residential
309991902,service
309991903,service
310226651,service
310226652,residential
310226653,service
310226654,residential
310226655,residential
310226656,footway
310226657,footway
310226658,residential
310226659,residential
310226660,residential
310226661,residential
310226662,residential
310226664,residential
310226665,service
310246359,footway
310246360,steps
310246361,footway
310246362,footway
310246363,footway
310246364,footway
310246365,footway
310246366,footway
310246368,service
310246369,footway
552947973,primary
553154831,tertiary
553376081,residential
553376082,residential
553376083,primary
553771654,service
553864274,tertiary
554313128,residential
554313129,residential
554313130,tertiary
554337922,footway
554465319,service
554465320,service
554465321,service
554465322,unclassified
554465323,service
554465324,service
554465325,service
554465326,service
554465327,service
554502258,footway
554502259,footway
554502260,footway
554502261,footway
554502262,footway
554502263,footway
554502264,footway
554502265,footway
554502266,footway
554502267,footway
554504946,footway
554504948,footway
554504950,footway
554504952,footway
554504954,footway
554504956,footway
554504958,footway
554504959,footway
554504961,footway
554504963,footway
554504965,footway
554504967,footway
554504968,footway
554504970,footway
554504972,footway
554505167,footway
554505168,footway
554505169,footway
554505170,footway
554505171,footway
554505172,footway
554505173,footway
554505174,footway
554938078,secondary
554938079,secondary
554938080,secondary
554938081,tertiary
554938083,tertiary
554938084,residential
554938085,tertiary
554938086,residential
555209839,residential
555209840,residential
555209881,service
555209885,service
555638672,service
555638673,residential
555638674,residential
555638675,residential
555932103,footway
555932104,footway
555944205,footway
491604499,service
491759285,service
491790758,service
491790759,service
491790760,service
491790761,service
491790763,service
491790764,service
491790765,service
491790766,service
491790767,service
491790768,service
491790769,footway
491790773,service
491921232,footway
491921233,residential
491921234,service
492109811,tertiary
492109813,tertiary
492109815,residential
492109821,unclassified
492109822,path
492109823,unclassified
492109842,service
492109843,service
492109844,steps
492109845,footway
492109846,service
492590325,tertiary
492590326,unclassified
492590352,footway
492590353,service
492590354,footway
492590355,footway
492590356,steps
492590357,service
492590358,service
492590362,service
492590365,service
492590374,cycleway
492590378,service
492590382,service
492590385,service
492590389,service
492590392,footway
492590396,service
492590400,footway
492590408,footway
492590411,footway
492590414,service
492590424,service
492590429,service
492590434,footway
492590438,service
492590442,footway
492590445,service
492590450,service
492590455,service
492590458,footway
492590462,service
492590466,service
492590470,service
492590473,footway
492590476,footway
492590480,footway
493060823,tertiary
493060831,tertiary
493060840,tertiary
493060849,tertiary
493060858,residential
493060867,residential
493060876,residential
493061088,residential
493061095,service
493061104,path
493061112,footway
493061119,footway
493061120,steps
493061121,steps
493061122,footway
493061123,footway
493061124,footway
493061125,service
493061126,unclassified
493061127,footway
493061129,footway
493061133,unclassified
493061134,steps
493061135,footway
493061136,footway
493061137,unclassified
493061138,service
493061139,service
493061140,service
493061141,unclassified
493061142,service
493061143,service
493061144,service
493061145,footway
493061146,footway
493663243,service
494220351,footway
494391809,service
494392325,service
494392326,service
494711940,living_street
494856243,footway
494856248,steps
494856249,steps
494856252,steps
494856256,service
494856257,service
494856258,service
494856259,service
494856260,service
494856261,service
494856262,service
494856263,service
494856264,service
494856265,service
494856266,service
494856267,service
494856268,service
494856269,service
494856270,service
494856271,service
494856272,service
494856273,service
494856274,service
494856277,footway
494856278,footway
494856279,footway
494856280,steps
494856281,footway
494856282,footway
494982494,service
494982498,service
494982517,service
386629552,service
386629553,service
386629554,service
386629555,service
386629556,service
386629557,service
386629558,service
386629559,service
386629560,service
386629561,service
386629562,service
386629563,service
386678458,residential
386678459,residential
386678460,service
386678462,service
386706030,pedestrian
386706032,pedestrian
386706033,pedestrian
386706034,residential
386706036,footway
386706037,footway
386707559,service
386707561,service
386784038,secondary
386784039,secondary
386784040,secondary
386784041,secondary
386784042,unclassified
386784043,secondary
386784044,secondary
386784045,unclassified
386784052,service
386784053,service
386784054,service
386784055,service
386784056,unclassified
386784057,service
386784058,service
386784059,service
386784060,service
386876760,service
387027768,secondary_link
387028384,unclassified
387072584,service
387072586,residential
387072587,residential
387072588,service
387072595,service
387072596,service
387072598,footway
387072599,steps
387072600,service
387072601,service
387072602,service
387158402,service
387158404,steps
387158406,steps
387158408,service
387158410,service
387158415,footway
387158417,service
387158420,service
387158422,footway
387158424,service
387158427,residential
387158430,tertiary
387158446,residential
387158457,service
387158459,service
387158461,service
387158463,service
387204782,secondary
387204783,secondary
387204784,secondary
387204785,secondary
387419960,unclassified
387419961,unclassified
387419962,footway
387419963,service
387419964,unclassified
387419965,steps
387419966,service
387419967,footway
387419968,pedestrian
387834360,residential
387834361,residential
387834362,residential
387834364,steps
387834365,steps
387834366,footway
387834367,service
387834368,footway
387834369,footway
387834370,footway
387834371,service
387834372,service
387892832,residential
387892833,secondary
387892835,secondary
387892837,residential
387892839,primary
387892841,primary
387892843,residential
387892847,pedestrian
387892848,pedestrian
387892850,primary
387892851,pedestrian
388102585,residential
388202553,primary
388202555,primary
388202557,primary
388202560,primary
388202563,primary
388202565,primary
388202568,unclassified
388202569,service
388215204,primary
388215207,service
388215211,service
388215219,service
388215220,service
388823826,footway
388823828,tertiary
388823829,tertiary
388823839,steps
388823840,unclassified
388823841,service
388823842,service
388823843,service
